V6
92.02602842
95.86909781
99.55085906
103.0749679
106.4450803
109.6648518
112.7379383
115.6679956
118.4586795
121.1136458
123.6372348
126.0365253
128.3192809
130.4932648
132.5662406
134.5459716
136.4402212
138.2559428
139.9968488
141.6658419
143.2658243
144.7996987
146.2701747
147.6791914
149.0284952
150.3198325
151.5549498
152.7355933
153.8635094
154.9404447
155.9681453
156.9483578
157.8828286
158.773304
159.6215303
160.4292541
161.1982217
161.9301794
162.6268737
163.290051
163.9214576
164.52284
165.0959445
165.6425175
166.1643054
166.6630546
167.1403188
167.5968808
168.0333306
168.4502583
168.848254
169.2279078
169.5898097
169.9345499
170.2627183
170.5749052
170.8717005
171.1536943
171.4214767
171.6756378
171.9167677
172.1454565
172.3622941
172.5678707
172.7627764
172.9476013
173.1229353
173.2894172
173.4478797
173.5992039
173.7442712
173.8839628
174.01916
174.1507439
174.2795959
174.4065973
174.5326291
174.6585728
174.7853095
174.9137205
175.0446871
175.1790905
175.3178119
175.4617327
175.611734
175.7686971
175.9335033
176.1070517
176.2903136
176.4842905
176.6895037
176.9043744
177.1268484
177.3549009
177.5865896
177.8200623
178.0535066
178.2852318
178.5137428
178.7377106
178.9560712
179.1681813
179.3736561
179.5722912
179.7639188
179.948371
180.1254799
180.2950779
180.4569969
180.6110693
180.7571271
180.8950025
181.0245278
181.145535
181.2578563
181.361324
181.4557701
181.5410269
181.6169265
181.6833011
181.7399828
181.7868038
181.8235964
181.8501926
181.8664246
181.8721246
181.8671229
181.8512384
181.8242684
181.7859865
181.7361527
181.6745221
181.6008366
181.5148243
181.4162073
181.3046958
181.1799934
181.0417906
180.8898636
180.7243438
180.5454515
180.3532137
180.1463598
179.9213069
179.6738745
179.3999956
179.0961619
178.7591089
178.3863312
177.9755145
177.5243254
177.0304256
176.4914719
175.9051007
175.2689382
174.5805896
173.8376549
173.0377341
172.1784223
171.2572918
170.2718947
169.2197791
168.0984913
166.90557
165.638552
164.2949744
162.8723739
161.3682874
159.7802519
158.105804
156.3425093
154.4882272
152.5417594
150.5030511
148.3730318
146.1528298
143.8435729
141.4463892
138.9625894
136.3942145
133.7434884
131.0126347
128.2038772
125.3194397
122.361546
119.3324197
116.2342846
113.0693646
109.8398832
106.5480643
103.1961317
99.78630906
96.32082016
92.80188874
89.23160408
85.61151751
81.94304589
78.22760606
74.46661489
70.66148922
66.813551
62.92374261
58.99283624
55.02135979
51.01021055
46.96121161
42.87640331
38.75782598
34.60751994
30.42752554
26.21988311
21.98663297
17.72981547
13.45147093
9.15363969
4.838362081
0.507678435
-3.836370914
-8.191745634
-12.55640539
-16.92830986
-21.30541869
-25.68569157
-30.06708815
-34.4475681
-38.8250911
-43.1976168
-47.56310488
-51.919515
-56.26480683
-60.59694004
-64.91387429
-69.21356925
-73.4939846
-77.75307998
-81.98881508
-86.19914956
-90.38204308
-94.53545532
-98.65734594
-102.7456746
-106.798401
-110.8134848
-114.7888856
-118.7225631
-122.612477
-126.456587
-130.2528527
-133.9992338
-137.6936899
-141.3341807
-144.918666
-148.4451052
-151.9114583
-155.3156847
-158.6557441
-161.9295963
-165.1352008
-168.2705175
-171.3335058
-174.3221256
-177.2343363
-180.0680979
-182.8213698
-185.4921118
-188.0782835
-190.5778843
-192.989159
-195.3109847
-197.5433147
-199.6863493
-201.740289
-203.7053343
-205.5816855
-207.3695431
-209.0691075
-210.6805793
-212.2041587
-213.6400464
-214.9884427
-216.249548
-217.4235628
-218.510789
-219.5119346
-220.4278089
-221.2592214
-222.0069813
-222.6718982
-223.2547815
-223.7564405
-224.1776846
-224.5193232
-224.7821658
-224.9670217
-225.0747003
-225.1060111
-225.0617615
-224.9427503
-224.7497659
-224.4835876
-224.1449888
-223.7347398
-223.2536096
-222.7023671
-222.081783
-221.3926319
-220.6357012
-219.8118129
-218.9217992
-217.9665099
-216.9468286
-215.8636471
-214.7178568
-213.5103489
-212.2420109
-210.9137298
-209.5263926
-208.0808861
-206.5780974
-205.0189133
-203.4042209
-201.734907
-200.0118585
-198.2359624
-196.4081057
-194.5291753
-192.6000581
-190.6216411
-188.5948111
-186.5204552
-184.3994602
-182.2327132
-180.0211009
-177.7655105
-175.4668288
-173.1259427
-170.7437392
-168.3211052
-165.8589277
-163.3580936
-160.8194899
-158.2440034
-155.6325211
-152.98593
-150.3051169
-147.5909689
-144.8443728
-142.0662156
-139.2573842
-136.4187657
-133.5512468
-130.6557145
-127.7330559
-124.7841577
-121.809907
-118.8111907
-115.7888958
-112.743909
-109.6771175
-106.5894081
-103.4816678
-100.3547836
-97.20964221
-94.04713075
-90.86813611
-87.67354523
-84.46424505
-81.24112249
-78.00506451
